paivamaara,otsikko,tiivistelma,kuva,id
2019-01-19T06:50:51.000Z,Yöllä palaneesta asunnosta löytyi kahden miehen ruumiit Valkeakoskella - poliisi epäilee henkirikosta ,Poliisin epäilyjen mukaan palo on sytytetty tahallaan tuleen. Asunnosta löytyi vuonna 1980 ja 1989 syntyneiden miesten ruumiit.,https://img.ilcdn.fi/4fUE1PeS2i2oOVQwOfgAMXqqLQA=/510x318/top/img-s3.ilcdn.fi/4e0b9a73e2958b6a909a438af932f4899d3d3cd033b0f3c7ab7b2ae0d712a827.jpg,CA31CE8C2B7B4527A5D8170FEA9B3CDC
2019-01-19T07:06:39.000Z,Räppäri Cardi B päästelee Instagramissa julkaisemallaan videolla höyryjä Trumpin muurin takia,Räppärin Instagramissa julkaistua paljon huomiota osakseen saanutta videota on katsottu jo yli 13 miljoonaa kertaa.,https://img.ilcdn.fi/u8B5HQGIevwGH_odvvSnX_j1tzo=/510x318/top/img-s3.ilcdn.fi/34692b4d82a66ced322ae30ef5822077b0c8e180398c580830da5186aa371dfd.jpg,E36A6EE50BF54882AB7707B34DD1391C
2019-01-19T07:11:38.000Z,"""Abivuonna löin vetoa, saako oravakuva enemmän tykkäyksiä kuin koulun bodaajan saliselfie” – näin Konstasta, 24, tuli Suomen kovin Instagram-ammattilainen",Konsta Punkka on Kimi Räikkösen jälkeen seuratuin suomalainen Instagramissa. Hänen kuvausosaamistaan himoitsevat jopa kansainväliset suuryritykset.,https://img.ilcdn.fi/f0xp5RrAjdh8IR7xiiT15SMmj2g=/510x318/top/img-s3.ilcdn.fi/addb8b9e1cc67f03a56c68de23a6427e2baf29cecd669f602c30dbf1f9274f79.jpg,692BF5010FA849EBA86A623D4049EA6B
2019-01-19T07:26:34.000Z,"Missi-Alinan etäsuhde loppuu – avoliittoon jääkiekkoilijarakkaansa kanssa: ""Hän pääsee näkemään, millaista myllytystä tämä on""","Kaunotar kertoo, että missivuotta enemmän hänen parisuhdettaan on hiertänyt etäsuhde. Hänen poikaystävänsä pelaa jääkiekkoa Japanissa.",https://img.ilcdn.fi/rrtGdIFHUfo3qcMixexlaIuckys=/510x318/top/img-s3.ilcdn.fi/93a2eacdc87848d18718528b86a01e8d78f15567912c8d56c0c21e565c014b2c.jpg,D9BA5803FE844A6696A1FDC72DA71288
2019-01-19T07:33:11.000Z,"Operaatio Helsinki-Vantaalla: Matkustaja pääsi harhailemaan turvatarkastamattomalle puolelle, koko kone tyhjennettiin - ”Tällaista ei pitäisi tapahtua”","Matkustaja kävi turvatarkastuksessa, mutta harhaili niin sanotulle likaiselle puolelle. Sieltä hän pääsi takaisin kulkematta turvatarkastuksen läpi.",https://img.ilcdn.fi/azokd5v_nppRC9VdbFrp3nJ5FjI=/510x318/top/img-s3.ilcdn.fi/a922f8f46b6952e0f28ae2430615372d3ecb962d0abe9688ac49606d4fb0a1f6.jpg,74306A48B44F4A4EA96857CE247530FF
2019-01-19T07:33:41.000Z,Hiihtovalmentajilla sukset ristissä? Päävalmentaja saa kovaa kritiikkiä – yllättyi ja torjuu väitteet: ”En oikein ymmärrä”,"Matti Haavisto ihmettelee puheita, ettei hän vetäisi samaa köyttä hiihtäjien henkilökohtaisten valmentajien kanssa. ",https://img.ilcdn.fi/u7YMg-QB08Fht3FpegCwUh6qLRM=/510x318/top/img-s3.ilcdn.fi/0c0353d1e4d3bae7697e29a51ae54910844a246f20eb176693090fa1801bcccb.jpg,ED6D949A531E46FA9217BC47BC40507E
2019-01-19T07:39:16.000Z,"Mitä miehen päässä tapahtuu, kun hän saa orgasmin? Turussa sitä tutkitaan laboratoriossa",Turussa pariskunnat käyvät yksi kerrallaan huippumodernissa PET-laboratoriossa antamassa siellä saavutetut orgasminsa tieteen käyttöön.,https://img.ilcdn.fi/cT-d7oQNIVxGZ7I1UyXDKJ0HGBg=/510x318/top/img-s3.ilcdn.fi/4ed0207a658f9ba36875cc3421555824b3542a1e913b32d8a9106ba6886e3c50.jpg,E95A3366783A446B92FA5819CCA7DDC2
2019-01-19T07:39:33.000Z,Sam perusti firman vanhempiensa autotallissa ja epäonnistui kolme kertaa - yritti uudelleen ja rakensi miljoonien dollarien bisneksen,"Toisin kuin monet muut, Sam Ovens tajusi jo varhain, ettei tavallinen päivätyö ole hänen tiensä.",https://img.ilcdn.fi/MCbanukPtNgd1SUp3Hg65VqqG2E=/510x318/top/img-s3.ilcdn.fi/c6bc37c9cc74003e3572a95fb8ca80bd8912a13d9f3f1dd739eb6a30ca8a4bde.png,2BA033F6A2B9477CBF9266D9F7453799
2019-01-19T07:59:07.000Z,Megatrendi ei mene ohi millään – kehtaatko olla ilman hittihousuja? ,"Ruutukuosi on täällä taas, ja tällä kertaa sitä käytetään erityisesti alaosissa.",https://img.ilcdn.fi/k_C_-edm22FmQEOfjzri9M2NTUM=/229x329:1622x1203/510x318/top/img-s3.ilcdn.fi/61a36fdf21fd7532c0c7c83f1bd289d614fc3d980e66281c03d6c32731707be7.jpg,4B76DC962B7144789F18B28D5238EED4
2019-01-19T08:00:00.000Z,"Bemarin M-sarjan ex-suunnittelija pani Kian alustan uusiksi, arvaatko tuloksen?",Uusi Kia Proceed on huippuhyvä auto ajaa. Se taipuu kaarteisiin nöyrästi ja vastaa nopeasti kuljettajan tarkoituksiin. Ajodynamiikka onnistuu vakuuttamaan myös nopeammassa ajossa.,https://img.ilcdn.fi/W26__y5qg4SIVtk_2R2j5p2pdVo=/510x318/top/img-s3.ilcdn.fi/bef75bf877c8f9a00f836730a12694ae52b13b7c27abab6ae182b03eb6a44243.jpg,B0B9E59BEB924D9897C552F5825113A7
